department,name,description,credits,prerequisites,corequisites,,,,,,,,,,,,
BIOL,BIOL 406 Plant Ecology I,"Plant community ecology including a consideration of the major approaches to sampling, analyzing and interpreting vegetation patterns. Instruction given in field work and computer analysis of field data.",Credits: 4,"Pre-reqs:     One of BIOL 230, BIOL 302, BIOL 304. (BIOL 324 is recommended.)",null,,,,,,,,,,,,
BIOC,BIOC 403 Enzymology,"Kinetic analysis, catalytic mechanisms, transition state stabilization and regulation of activity, strategies for active site characterization and case studies of well-documented enzyme systems. Credit given for only one of BIOC 403, CHEM 413 or CHEM 569.",Credits: 3,Pre-reqs:     BIOC 402. (A minimum standing of 65% is recommended.),null,,,,,,,,,,,,
ADHE,ADHE 330 The Community Practice of Adult Education,"Community based adult education with particular emphasis on the application of knowledge of the social, economic, cultural and political environment in developing and conducting adult education programs with an for individuals and groups.",Credits: 3,Equivalents:  ADED 330,null,,,,,,,,,,,,
ADHE,ADHE 412 An Overview of Adult Education,"Survey of adult education theory and practice in Canada and the world. The focus is on the purpose and participation in, adult education, characteristics of learners, and the training of adult educators.",Credits: 3,Equivalents:  ADED 412,null,,,,,,,,,,,,
ASIA,ASIA 305 Asian Horror Cinema: National Nightmares and Specters of Trauma,"Engaging with the ideologies, industrial histories, socio-cultural contexts, and aesthetics of horror films - and the genre itself - from various Asian cinemas.",Credits: 3,null,null,,,,,,,,,,,,
POLI,POLI 377 Nuclear Weapons and Arms Control,Evolution and contemporary significance of nuclear weapons and arms control policy and technology from the perspective of the physical and life sciences and the social sciences and humanities.,Credits: 3,"Pre-reqs:      (Third-year standing in B.A. or B.Sc. progrm, or second-year standing in B.A.Sc. program)",Equivalents:  APSC 377,,,,,,,,,,,,
ECON,ECON 336 Economic History of Canada,"The growth of the Canadian economy in relation to development of natural resources, changing markets, industrialism, communications, and technology.",Credits: 3,"Pre-reqs:     All of ECON 101, ECON 102.",null,,,,,,,,,,,,
ARTH,ARTH 540B Studies in 20th Century Art - 20TH CENT ART,,Credits: 3,null,null,,,,,,,,,,,,
CIVL,CIVL 524 Legal Aspects of Project and Construction Management,"Legal issues of construction contracts, bidding processes, negligence, insurance, bonding, liens, and labour law.",Credits: 3,"If the course is full, please fill out the online course registration form available at the below web link http://www.civil.ubc.ca/webform/course-request-registration-form and submit it electronically.",null,,,,,,,,,,,,
PHIL,PHIL 125 Introduction to Scientific Reasoning,Historical and logical analysis of various types of scientific hypotheses and the data that support or undermine them. This course is restricted to students with fewer than 90 credits.,Credits: 3,null,null,,,,,,,,,,,,
PHYS,PHYS 438 Zoological Physics,"Animal systems viewed from a physicist's perspective. Topics include sensory systems, energy budgets, locomotion, internal flows, physical advantages of grouping.",Credits: 3,"Pre-reqs:     One of PHYS 101, PHYS 107, PHYS 153, PHYS 157, SCIE 001. (BIOL 325 is recommended.)",Equivalents:  BIOL 438,,,,,,,,,,,,
MECH,MECH 484 Aircraft Design: Aerodynamics,"Aircraft performance, stability and control, loading and air worthiness. Detailed example.",Credits: 3,null,null,,,,,,,,,,,,
MINE,MINE 508 Integrated Mining and Processing Systems,"Methods and systems for integrated mining and processing, conceptual model development, simulation, economic and technical evaluation. Credit will be granted for only one of MINE 508 or MINE 557.",Credits: 3,null,null,,,,,,,,,,,,
LIBR,LIBR 575 Academic Libraries,,Credits: 3,null,null,,,,,,,,,,,,
GRSJ,GRSJ 520B M.A. Thesis - M.A. THESIS,Pass/Fail.,Credits: 9,null,null,,,,,,,,,,,,
HINU,HINU 102 Introductory Hindi-Urdu,"Spoken Hindi and Urdu, and written Hindi. As of 2011W, credit will be granted for only one of HINU 100/101 or HINU 102.",Credits: 6,null,null,,,,,,,,,,,,
FOOD,FOOD 530D Directed Studies - DIRECTED STUDIES,,Credits: 6,null,null,,,,,,,,,,,,
FREN,FREN 357 Translation I,Comparative study of French and English through translation.,Credits: 3,Pre-reqs:     FREN 223. (or equivalent.),null,,,,,,,,,,,,
MINE,MINE 590J Special Advanced Topics - FLOT FDMT & APPL,A special advanced course may be arranged upon the approval of the department head.,Credits: 3,Pre-reqs:      (Permission of instructor is required.),null,,,,,,,,,,,,
EDUC,EDUC 495A Practicum (Elementary) for Previously Certified Teachers - TEACH PRACT ELEM,Pass/Fail.,Credits: 4,Pre-reqs:      (Completion of recent elementary teaching methods courses in the subjects to be taught.),null,,,,,,,,,,,,
WOOD,WOOD 311 Co-operative Work Placement II,Approved and supervised work experience with a public or private organization for a minimum of 13 weeks full-time. Final work term assignment required. Restricted to students in the Co-operative Education Program in Wood Products Processing.,Credits: 3,Pre-reqs:     WOOD 300.,null,,,,,,,,,,,,
MECH,MECH 582 Experimental Fluid Mechanics,Modelling Test facilities. Wind tunnel force measurement. Theory of conventional and modern manometry. Classical velocimetry. Hotwire anemometry. Theory and application of laser Doppler velocimetry. Particle image velocimetry. Flow visualization techniques. Thermometry. Credit will not be given for both MECH 489 and MECH 582.,Credits: 4,null,null,,,,,,,,,,,,
CRWR,CRWR 416A Writing for Television I - WRT TELEVISION 1,A workshop class in writing for television. Admission is restricted to B.F.A. Majors in Creative Writing.,Credits: 3,null,null,,,,,,,,,,,,
HIST,HIST 378 History of Early China,History of China from the earliest times to the disintegration of the Tang Empire. Students will acquire the analytical skills and tools to understand the origins and foundations of Chinese society.,Credits: 3,Equivalents:  ASIA 320,null,,,,,,,,,,,,
THTR,THTR 405 Scenery Design II,Exploration of complex scenery design and development of design portfolio.,Credits: 3,Pre-reqs:     THTR 305.,null,,,,,,,,,,,,
FIST,FIST 549B Thesis - MASTER'S THESIS,,Credits: 12,null,null,,,,,,,,,,,,
PLAN,PLAN 548R Current Issues in Planning - RESEARCH DESIGN,Each year the school may offer one or more courses on a topical issue covering recent advances in the field.,Credits: 1,null,null,,,,,,,,,,,,
COMM,COMM 480 Co-operative Work Placement III,Approved and supervised work experience for a minimum of 35 months. Normally taken during the summer term of the fourth year. Technical report required. Restricted to students admitted to the Co-operative. Education Program in Commerce.,Credits: 3,Pre-reqs:     COMM 381.,null,,,,,,,,,,,,
KIN,KIN 461 Prevention of Sports Injuries I,Training and safety strategies for the prevention of injuries to the musculoskeletal system and sense organs.,Credits: 3,"Pre-reqs:     One of KIN  361, HKIN 361. (and third-year standing.)","Co-reqs:      One of KIN  375, HKIN 375.",,,,,,,,,,,,
CNPS,CNPS 426 The Role of the Teacher in Guidance,This course is designed to assist the teacher in understanding and using guidance techniques for day-to-day use in the classroom. The emphasis will be on techniques for working with people towards better self-understanding and better perspectives of alternatives.,Credits: 6,null,null,,,,,,,,,,,,
CRWR,CRWR 415A Workshop in Literary Translation I - WK LIT TRANS I,"Where a language department is regularly consulted on a project, the language adviser may assign marks equal to 3 credits of the course.",Credits: 3,Pre-reqs:      (Proficiency in a language other than English.),null,,,,,,,,,,,,
MTRL,MTRL 557 Separation Science in Aqueous Metal Processing,"The theory of solvent extraction and ion exchange, membrane separations, chemical precipitation, electrochemical separations and other techniques for aqueous metal processing, applications from the metal processing literature.",Credits: 3,Equivalents:  MMAT 557,null,,,,,,,,,,,,
EDUC,EDUC 240 Issues in Indigenous Education,,Credits: 3,null,null,,,,,,,,,,,,
APSC,APSC 450 Professional Engineering Practice,"Legislation affecting the practice of engineering; ethical principles and responsibilities. Management of engineering enterprises; labour relations, safety and environmental legislation. Restricted to engineering undergraduate students in the final year of their program.",Credits: 2,null,null,,,,,,,,,,,,
PHYL,PHYL 548B Advanced Topics in Human Physiology - ADV HUMAN PHYL,,Credits: 3,null,null,,,,,,,,,,,,
PSYC,PSYC 461 Neuroplasticity and Behaviour,"Experimental findings and theory documenting the plasticity of the brain and its relationship to behaviour: emphasis on gene regulation, neurogenesis and cell morphology changes in relation to learning and experience.",Credits: 3,"Pre-reqs:     One of PSYC 304, PSYC 360, PSYC 460.",null,,,,,,,,,,,,
CHBE,CHBE 474 Process Control Engineering,Frequency response analysis, advanced control techniques, multivariable control systems, mathematical tools for computer control systems, design of computer control systems, engineering design of industrial control applications, plant wide control concepts, distributed control systems concepts.,Credits: 3,"Pre-reqs:     All of CHBE 356, CHBE 376.",null,,,,,
LIBR,LIBR 506 Human-Information Interaction,,Credits: 3,null,null,,,,,,,,,,,,
DENT,DENT 713 Clinical Periodontics and Implant Surgery III,Pass/Fail.,Credits: 12,null,null,,,,,,,,,,,,
NURS,"NURS 334 Professional Nursing Practice with Infants, Children, Youth, and their Families","Analysis and application of theories concepts, evidence and competencies guiding professional nursing practice with infants, children, youth, and their families through childhood and adolescence in a variety of practice setting and contexts.",Credits: 6,"Pre-reqs:     All of NURS 302, NURS 303, NURS 304, NURS 305, NURS 306.","Co-reqs:      Either (a) all of NURS 338, NURS 339, NURS 340 or (b) all of NURS 341, NURS 342, NURS 343.  (Depends on sequencing of NURS 334 with other professional practice courses.)",,,,,,,,,,,,
MECH,MECH 368 Engineering Measurements and Instrumentation,Industrial measurement needs including: architecture of electronic instrumentation systems, electrical representation of physical quantities, sensors and actuators, analog signal processing using linear and non-linear circuits, computer based readout including programming for user-interface and data acquisition.,Credits: 3,"Pre-reqs:     Either (a) two of MECH 220, MECH 224, ELEC 203 or (b) two of MECH 220, MECH 224, EECE 263.",null,,,,,,,,
EPSE,EPSE 348 Family-Centred Practice for Children with Special Needs,,Credits: 3,"It is strongly  recommended that EPSE 348, 406, ECED 439  be  taken in this order before registering in ECED 440, ECED 441.",null,,,,,,,,,,,,
CPSC,CPSC 445 Algorithms in Bioinformatics,"Sequence alignment, phylogenetic tree reconstruction, prediction of RNA and protein structure, gene finding and sequence annotation, gene expression, and biomolecular computing.",Credits: 3,Pre-reqs:     CPSC 320. (and six credits of BIOL beyond BIOL 111.),null,,,,,,,,,,,,
CRWR,CRWR 407Y Writing of Drama for the Stage I - STAGE DRAMA I,"A workshop class in writing of drama for the stage. Studio work is required, and some plays may be given a live stage production in Brave New Play Rites (adjudication process involved). Admission is restricted to B.F.A. Majors in Creative Writing.",Credits: 6,null,null,,,,,,,,,,,,
MATH,MATH 217 Multivariable and Vector Calculus,"Partial differentiation, extreme values, multiple integration, vector fields, line and surface integrals, the divergence theorem, Green's and Stokes' theorems.  Intended for students in Honours Physics and Engineering Physics. Please consult the Faculty of Science Credit Exclusion List: www.students.ubc.ca/calendar/index.cfm?tree=12,215,410,414.",Credits: 4,"Pre-reqs:     A score of 68% or higher in one of PHYS 101, PHYS 107, PHYS 153, SCIE 001 and a score of 68% or higher in one of PHYS 102, PHYS 108, PHYS 153, SCIE 001 and a score of 68% or higher in one of MATH 101, MATH 103, MATH 105, MATH 121, SCIE 001.","Co-reqs:      One of MATH 152, MATH 221, MATH 223.",,,,,,,,,,,,
CHIN,CHIN 471 Later Classical Chinese Poetry (Tang),"Readings in classical poetry from the time of Du Fu (712-770) to the end of the Tang Dynasty, at an advanced level. Not to be taken concurrently with any CHIN courses lower than 400-level. Credit will be granted for only one of CHIN 471 or 474.",Credits: 3,"Pre-reqs:     One of CHIN 313, CHIN 314, CHIN 317, CHIN 318, CHIN 323.",null,,,,,,,,,,,,
INDS,INDS 549B Master's Thesis - MASTERS THESIS,,Credits: 12,null,null,,,,,,,,,,,,
MUSC,MUSC 164 Jazz Ensemble,Performance techniques and repertoire. May be repeated for credit in accordance with program requirements for B.Mus. or B.A. in Music.,Credits: 2,null,null,,,,,,,,,,,,
EOSC,EOSC 540 Advanced Groundwater Geochemistry,,Credits: 3,null,null,,,,,,,,,,,,
MIDW,MIDW 220 Introduction to Midwifery Clinical Care,"Clinical care of women experiencing normal pregnancy, labour, birth, and puerperium.  Clinical education experiences in preventative and therapeutic midwifery care with emphasis on prenatal and postnatal midwifery care.  Clinical practice education opportunities within the province.  Pass/Fail.",Credits: 10,null,null,,,,,,,,,,,,
